id,name,process_code,description,process_description
data/known_urgent/700376-2023,Cateringdiensten opvang derdelanders,neg-wo-call,Beveiligingsdiensten Zonnehof opvang derdelanders Cateringdiensten voor 4 maanden voor opvanglocatie derdelanders,"Gemeente Amersfoort vangt sinds maart 2022 Oekraïense ontheemden op. De betreffende locatie, een verbouwd kantoorpand, is sinds maart 2022 in gebruik als opvanglocatie. De bedoeling was om het pand vanaf 1 oktober 2023 te sluiten omdat er voldoende plekken voor Oekraïners beschikbaar zijn op 2 nieuwe opvanglocaties. Op deze locatie wonen nu nog zo’n 80 zgn derdelanders die volgens het Rijksbeleid per 4 september 2023 het land hadden moeten verlaten. 
Echter, kort voor de datum van 4 september heeft de staatssecretaris laten weten dat de derdelanders in Nederland mogen blijven totdat de Raad van State heeft geoordeeld of de geplande uitzetting rechtmatig is en dus ook recht blijven houden op de voorzieningen waar zij voor 4 september ook recht op hadden. Dit houdt een verplichting in voor de gemeente Amersfoort. Het oordeel van de Raad van State wordt eind 2023 verwacht. 
Op de nieuwe locaties is echter geen ruimte voor de 80 derdelanders. De gemeente Amersfoort heeft er daarom vanwege dwingende spoed voor gekozen de huidige locatie langer open te houden en de catering voort te zetten, om de 80 derdelanders de voorzieningen te kunnen blijven bieden waar zij recht op hebben. De overeenkomsten met de huidige opdrachtnemers zijn verlengd tot 1 februari 2024, wanneer de nieuwe locatie wordt opgeleverd en de derdelanders daar eventueel opgevangen kunnen worden. 
Na oplevering van nieuwe locaties in 2024 sluiten we deze locatie als opvanglocatie."
data/known_urgent/700906-2023,Chalets ten behoeve van opvang vluchtelingen Oekraïne,neg-wo-call,Chalets ten behoeve van opvang vluchtelingen Oekraïne Aanschaf van 22 chalets,
data/known_urgent/331176-2024,"Beheer flexwoningen (onderhoud, verhuur en beheer woningen voor ontheemden uit Oekraïne, statushouders en urgente woningzoekenden).",neg-wo-call,"De gemeente Leeuwarden heeft voor het beheren van 192 tijdelijke woningen (flexwoningen) gelegen aan de Snekertrekweg te Leeuwarden de procedure van onderhandeling zonder voorafgaande bekendmaking toegepast conform artikel 2.32 lid 1 sub c van de Aanbestedingswet 2012. De looptijd van de beheerovereenkomst is van 31 oktober 2023 tot en met 31 oktober 2033. Deze looptijd is noodzakelijk om het beheer en de begeleiding zorgvuldig te beleggen en continuïteit daarvan te waarborgen. 

Het beheer in het kader van de opdracht bestaat uit het onderhouden, verhuren en beheren (bestaande uit taken met betrekking tot financieel en administratief beheer, technisch beheer, commercieel beheer en sociaal-maatschappelijk beheer) van de flexwoningen. De opdracht omvat daarmee ook ondersteuning van huurders door bijvoorbeeld te begeleiden bij de zoektocht naar niet-tijdelijke woonruimte elders of hen te verwijzen naar maatschappelijke organisaties, schuldhulpverlening en zorginstellingen.

De flexwoningen worden ingezet voor de huisvesting van ontheemden uit Oekraïne, voor statushouders als tussenvoorziening en voor urgente woningzoekenden die op korte termijn over tijdelijke huisvesting dienen te beschikken. Het betreft dan ook volledig sociale verhuur. Voor de huisvesting van ontheemden uit Oekraïne geldt dat geen huurovereenkomst wordt gesloten. Wel geldt een huishoudelijk reglement.
 
Gezien de doelgroep is het essentieel dat de opdrachtnemer beschikt over aantoonbare ervaring met het beheren van (sociale) huurwoningen voor en de sociaal-maatschappelijke begeleiding van kwetsbare doelgroepen. Belangrijk aspect voor de uitvoering van de opdracht is dat de verhuur- en beheerkosten zo laag mogelijk blijven (kostendekkend) en niet gericht zijn op het maken van winst. 

Dwingende spoed
Gezien de situatie was er geen mogelijkheid om over te gaan tot een reguliere Europese openbare aanbesteding. Het uitbreken van de oorlog in Oekraïne en het ontstaan van een aanhoudende grote vluchtelingenstroom waren onvoorzienbaar en maakten het voor de gemeente noodzakelijk om op de kortst mogelijke termijn opvanglocaties te realiseren. Aanvankelijk waren lokale woningcorporaties beoogd als beheerder(s) van de flexwoningen. In deze periode hebben gesprekken plaatsgevonden voor een partner in deze ontwikkeling. De gemeente meende dat woningcorporaties hiervoor op grond van hun wettelijke taak de eerste aangewezenen zouden zijn. 

Nadat in juni 2023 is gebleken dat woningcorporaties niet bereid zijn om deze opvangtaak op zich te nemen, was er onvoldoende tijd beschikbaar om een openbare Europese aanbestedingsprocedure voor te bereiden en te doorlopen. Nadat de woningcorporaties hadden aangegeven geen onderdeel te willen uitmaken van deze ontwikkeling is met spoed breder gezocht naar een partner die zo veel mogelijk lijkt op een woningcorporatie. Bij deze bredere verkenning is in juli 2023 enkel CareX als geïnteresseerde opdrachtnemer naar voren gekomen. Derhalve is de onderhandelingsprocedure conform artikel 2.32 Aw met CareX gestart.  

De initiële planning was dat vanaf november 2023 de eerste bewoners gehuisvest zouden worden. Om dit mogelijk te maken, moesten vanaf augustus/september 2023 de voorbereidingen voor het uitvoeren van de opdracht starten. Bijvoorbeeld het ontwikkelen van het format en het vaststellen van huurprijzen en huurovereenkomsten voor toekomstige bewoners. 

De opdrachtwaarde bestaat uit € 1.152.000,- voor de zuivere beheerfee en €835.000,- aan servicekosten die bewoners aan CareX betalen. De totale opdrachtwaarde bedraagt daarmee € 1.987.000,- gedurende de gehele looptijd van de opdracht (10 jaar). 

",
data/known_urgent/666833-2024,31198969: JUKA - Uitvoering in den droge,neg-wo-call,"In het traject Berg-Born (hierna ook wel genoemd object 1.1.2) moeten de bodem en oevers, waar niet verruimd hoeft te worden, gerenoveerd worden. De gehele bodem en oever tussen km 16.800 en 20,645 behoort tot de scope, totdat een nader onderzoek of inspectie uitwijst dat (onderdelen van) de renovatiewerkzaamheden niet nodig zijn. Ook de in 2023 bezweken en gestabiliseerde
bouwkuip moet worden verwijderd. Deze (spoedeisende) werkzaamheden moeten zo spoedig mogelijk in het volledig droge worden uitgevoerd d.w.z. dat bovenstrooms van het object 1.1.2 eerst een (tijdelijke)
dam gerealiseerd moet worden over de gehele breedte van het kanaal.
We onderscheiden derhalve verruimingswerkzaamheden:
•	Verbreden van het kanaal;
•	Verdiepen van het kanaal;
•	Aanbrengen nieuwe waterremmende laag met bescherming;
en renovatiewerkzaamheden:
•	Profileren bodem en oevers en verwijderen bestaande breukstenen toplaag;
•	Aanbrengen nieuwe waterremmende laag met bescherming. Zie het reeds ingevulde veld m.b.t. de korte omschrijving.","Als gevolg van een calamiteit op het Julianakanaal op 23 februari 2023 tussen Berg en Obbicht ontstonden vervolgens risico’s en gevaren voor de omgeving:
1.	Gevaar voor de scheepvaartveiligheid (incl. dood of lichamelijk letsel);
2.	Gevaar voor overstromingen/vernatting van de omgeving w.o. kelders van omwonenden / schade aan onroerend goed;
3.	Schade aan de Kingbeek, een ecologisch kwetsbaar natuurgebied met daarin zeldzame flora en fauna, doordat water vanuit het kanaal door lekkage het gebied instroomt.

Rijkswaterstaat heeft vanwege “dwingende spoed” o.b.v. Art. 2.32 lid 1 sub c Aw, maatregelen moeten treffen om per direct een einde te willen/moeten maken aan deze onveilige situaties. 
De termijnen van de (niet)openbare procedure of de mededingingsprocedure met onderhandeling konden hierbij wegens dwingende spoed niet in acht worden genomen, als gevolg van gebeurtenissen die door de aanbestedende dienst niet konden worden voorzien en die niet aan de aanbestedende dienst zijn te wijten."
data/known_urgent/696078-2024,Meerwerk schoonmaak tijdelijke opvanglocaties ontheemden,neg-wo-call,Als gevolg van meer vervuiling dan voorzien is een aanpassing in het schoonmaakprogramma noodzakelijk. Zie ook bijgevoegde onderbouwing. +/- 25% van de oorspronkelijke opdracht,"Beroep op uitzonderingsgrond artikel 2.163f van de Aanbestedingswet
2012. Zie bijgevoegde onderbouwing."
data/random_tenders/659651-2024,"WGA ERD verzekering Kerobei, Stichting voor Katholiek Primair Onderwijs",open,"Opdrachtgever overweegt om per 1 januari 2025 het eigenrisicodragerschap voor de WGA voort te zetten. Of aanbestedende dienst ook daadwerkelijk het eigenrisicodragerschap met een private verzekering voortzet voor de WGA is afhankelijk van het feit of het eigenrisicodragerschap een (financieel) aantrekkelijkere optie is dan de WGA financiering onder te brengen bij het UWV of het in eigen beheer te nemen. Opdrachtgever had op peildatum 31-12-2022, 514 werknemers in dienst. De WIA loonsom bedraagt € 21.466.813,21",
data/random_tenders/696767-2024,Groot onderhoud buitenschil Gebouw De Oost te Amsterdam Centraal,restricted,"Gebouw de Oost is gebouwd in 1924. Het gebouw is een gemeentelijk monument en is gelegen aan Stationsplein 5-11 in Amsterdam, direct naar het stationsgebouw Amsterdam Centraal. De buitengevels en het dak (buitenschil) van Gebouw de Oost hebben groot onderhoud (restauratie) nodig.

De opdracht typeert zich in een aantal steekwoorden:
- groot onderhoud aan de buitenschil van een gemeentelijk monument,
- verduurzaming buitenschil van een kantoorgebouw,
- gelegen op een gecompliceerde locatie,
- optie tot aanbrengen van rijtuigluifel.",
data/random_tenders/694660-2024,21539080 KORT CYCLISCHE INNOVATIE 2024 Publicatie achteraf,neg-wo-call,Innovatie.,
data/random_tenders/697161-2024,31169719: Ontwerpen en uitvoeren Zuidasdok Tunnel,comp-dial,"De kern van het project bestaat uit het in een tunnel onderbrengen van de A10 Zuid op het  traject (grofweg) van begraafplaats Buitenveldert tot het Beatrixpark aan de noordkant en van VUmc tot de voetbalvelden van AFC aan de zuidkant. Er wordt één tunnelsysteem  gebouwd bestaande uit een noordelijke en zuidelijke tunnel. De nieuwe tunnelbuizen komen tussen de bestaande bebouwing en aan weerzijde van de metro- en treinsporen. De
tunnelbuizen worden bovenlangs gekruist door de Parnassusweg, de (nieuwe) Brittenpassage  en de Minervapassage van station Zuid, en de Beethovenstraat. Per rijrichting zijn er twee tunnelbuizen, één met daarin de parallelrijbaan (2 rijstroken) ten behoeve van het  bestemmingsverkeer en één met daarin de hoofdrijbaan (4 rijstroken) voor het doorgaand verkeer.

Zie voor verdere informatie de aanbestedingsleidraad.

De opdracht wordt mede namens ProRail B.V. en de gemeente Amsterdam door Rijkswaterstaat aanbesteed. Zie korte omschrijving",
data/random_tenders/675616-2024,Kantoorartikelen,open,"De Gemeenten zijn voornemens Kantoorartikelen aan te besteden.
Het betreft het leveren van kantoorartikelen en blanco papier, het één en ander conform het Programma van Eisen in Bijlage 3 zoals opgenomen in het beschrijvend document. Gemeente Zoetermeer € 155.000
Gemeente Delft € 195.000",
data/random_tenders/690033-2024,Content Services Platform IenW,open,"Europese aanbesteding Content Services Platform IenW ten behoeve van aanbestedende dienst.

De onderhavige aanbesteding betreft de verwerving van:

1) Content Services Platform (CSP) licenties;

2) diensten voor implementatie van het CSP;

3) diensten voor migratie van de content uit het huidige Document Management Systeem (DMS) / Records Management Applicatie (RMA) bij aanbestedende dienst naar het CSP en

4) diensten voor het beheer van het CSP. 60.000.000,00",
data/random_tenders/677244-2024,Dijktaluds maaien en afvoeren Linge oevers-Diefdijk,open,Dijktaluds maaien en afvoeren Linge oevers-Diefdijk,
data/random_tenders/670384-2024,Onderhoud kolk- en huisaansluitingen,open,Deze raamovereenkomst betreft het onderhoud aan kolk- en huisaansluitingen en de aanleg en het vervangen van afwateringspunten zoals kolken en goten. Zie bestek en leidraad.,
data/random_tenders/677163-2024,A02.231.2023 Elektriciteit en gas collectief Leiden e.o.,open,"De acht gemeenten: Kaag en Braassem, Katwijk, Leiden, Leiderdorp, Oegstgeest, Voorschoten, Wassenaar en Zoeterwoude voeren gezamenlijk onder het penvoerderschap van gemeente Leiden deze EU-aanbesteding uit. De acht deelnemers zullen met de winnende inschrijver(s) individueel een overeenkomst aangaan, waar de voorwaarden uit de meegestuurde overeenkomst(en) op van toepassing zijn.

De opdracht heeft als doel om te voorzien in de energiebehoefte voor de gemeentelijke aansluitingen gas en elektriciteit, waarmee o.a. gemeentelijke gebouwen, openbare verlichting, parkeermeters, pompen en gemalen en bruggen en tunnels, etc. worden voorzien. De opdracht bestaat daarmee uit het leveren van elektriciteit en gas en de daarbij behorende verduurzaming in de vorm van het leveren en afboeken van GvO’s en CO2-certificaten en indien van toepassing het faciliteren van teruglevering van elektriciteit. 0",
data/random_tenders/688756-2024,10600096511 - OM - Projectleider WOB/WOO Tooling,restricted,OM wenst een projectleider WOB/WOO Tooling in te huren.,
data/random_tenders/680845-2024,"Turnkey levering en installatie, beheer en onderhoud van  PV-installaties op projectbasis",restricted,"Deze niet-openbare Europese aanbesteding, heeft tot doel het sluiten van een Raamovereenkomst met 3 leveranciers inzake de turnkey levering en installatie, beheer en onderhoud van PV-installaties op projectbasis. Uitgangspunt is dat de raamoverkomst het gedeelte betreft van de PV AC-verdeler tot en met het PV-paneel inclusief ballast.",
data/random_tenders/670256-2024,Servicecontract Titan Krios microscoop,neg-wo-call,Servicecontract voor de geïnstalleerde Titan Krios microscoop bij het Netherlands Centre for Electron Nanoscopy (NeCEN),"Op het NeCEN zijn twee geavanceerde cryo transmissie elektronenmicroscopen aanwezig van het type Titan Krios en enkele andere microscopen. De microscopen zijn gefabriceerd door het bedrijf FEI Company.
Geavanceerde elektronenmicroscopen zoals de Titan Krios zijn zeer complexe instrumenten die bestaan uit meerdere hoogwaardige technologische onderdelen en modules. Onderdelen zijn onder meer de zeer stabiele hoogspanningsgeneratoren, ultra-hoog vacuüm onderdelen en pompen, ingebouwde koeling door middel van vloeibaar stikstof, stabiele waterkoeling van de lenzen, een corrector voor sferische aberratie, automatische preparaatlader die de kan wisselen bij een temperatuur van -180oC. Additionele modules zijn (onder meer) de ‘direct electron detectoren’ (type Falcon (FEI Company), een phase-plate (type Volta, FEI Company), energie-filter (firma Gatan) met ‘direct electron detector’ (type K2 en K3, firma Gatan). Deze additionele onderdelen zijn hun beurt ook weer zeer complex en technologisch hoogwaardig. Beide microscopen worden bestuurd door computersystemen waar zeer specialistische software de diverse hardware onderdelen bestuurt en geautomatiseerde data opname door de gebruiker mogelijk maakt (bijvoorbeeld tomografie software).
De combinatie van complexe (gevoelige) hoogwaardige en zeer specialistische technologie maakt dat een onderhoudscontract met de fabrikant noodzakelijk is voor het goed functioneren van de instrumentatie. Onderhoud kan uitsluitend door de fabrikant FEI Europe BV worden uitgevoerd."
data/random_tenders/685883-2024,Asfalt Voorne aan Zee - Onderhoud en projecten,restricted,Asfalt onderhoudswerk De inschatting van de gemeente is dat er €1.100.000 per jaar wordt besteed.,
data/random_tenders/691702-2024,Onderhoud gazons,open,"Het werk bestaat in hoofdzaak uit:
a. maaien van gazons en speelvelden;
b. maaien rondom obstakels, bomen, gevels en oevers;
c. maaien van bollenloof;
d. maaien recreatieve wandelpaden buitengebied (handmatig);
e. maaien gazons handmatig;
f. beheersen overgroei randen verharding.
",
data/random_tenders/683801-2024,NU IIsselgraaf - Meubilair Kindcentrum Wis en Wierig,restricted,"Deze opdracht komt voort uit het DAS Schoolmeubilair Primair Onderwijs, en ziet op de levering van meubilair voor Kindcentrum Wis en Wierig, onderdeel van Stichting IJsselgraaf. 
 
",
data/random_tenders/661621-2024,Ontwerp schoolgebouw met gymzaal  Montessorischool Centrum Hilversum,restricted,"Het gebouw bestaat uit een basisschool gedeelte van ca. 2000m2 en een gymzaal van ca. 514m2. De basisschool bestaat uit 15 groepsruimten (klaslokalen) voor de onderbouw, middenbouw en bovenbouw. Het gaat om onder andere de volgende verschillende functies:

• Entree en centrale hal
• Groepsruimten (klaslokalen)
• Ontdekkend leren ruimten
• Personeelsruimten
• Gymzaal
• Faciliteiten voor buiten (berging)
• Technische ruimten

Momenteel wordt het realiseren van een kinderdagverblijf en/of buitenschoolse opvang (BSO) als optioneel beschouwd, deze valt nu buiten de scope van de opdracht. Indien wordt besloten om een kinderdagverblijf en/of BSO te realiseren zal deze toegevoegd dienen te worden aan de integrale planuitwerking van het ontwerp. Mogelijk wordt van de Opdrachtnemer gevraagd het ontwerp van dit kinderdagverblijf en/of BSO als aanvullend op onderhavige uitvraag uit te werken. . In hoofdlijnen omvatten de werkzaamheden:
1.	Het maken van een Schetsontwerp (SO) op basis van de gunningsdocumenten (inschrijving
2.	aanbesteding);
3.	Het maken van een Voorontwerp (VO) op basis van het SO met opmerkingen en het PvE;
4.	Het maken van een Definitief ontwerp (DO) op basis van het VO;
5.	Het maken van een Technisch ontwerp (TO) op basis van het DO;
6.	Het inhoudelijk ondersteunen van de aanbesteding van de marktpartij(en) o.b.v. TO, (de processen procedurebegeleiding en contractvorming door projectmanager);
7.	Het toetsen van het Uitvoering gereed ontwerp (UO / werktekeningen) op basis van het Technisch ontwerp (TO);
8.	7. Het toetsen van de Productietekeningen (PT) op basis van het UO;
9.	8. (Esthetische) begeleiding en controle tijdens en van de uitvoering en realisatie;",
data/random_tenders/690888-2024,Het samenstellen en verzenden van onderzoekspakketjes t.b.v. RIVM studies en surveillance,open,"De opdracht betreft het samenstellen van onderzoekspakketjes en het verzorgen van verdere logistiek ten behoeve van individuele deelnemers aan diverse onderzoeken die vanuit het RIVM geïnitieerd worden. Individuele deelnemers ontvangen pakketjes thuis, waarmee ze vervolgens monsters (bijvoorbeeld een keel- en neus-, feces en/of bloedmonster) terug kunnen sturen naar een RIVM laboratorium voor wetenschappelijk onderzoek.

De opdracht betreft globaal de volgende werkzaamheden:
•    Overleg met het RIVM studieteam ter voorbereiding van de studie en indien nodig tijdens de studie;
•    Leveren van het verpakkingsmateriaal van de pakketten;
•    Het in ontvangst nemen en verwerken van door het RIVM aangeleverde artikelen;
•    In ontvangst nemen van deelnemerdata middels een beveiligde omgeving voor persoonsgegevens (conform AVG);
•    Het printen van oplegbrieven/formulieren en deze voorzien van gepersonaliseerde deelnemersgegevens (deelnemersnaam, adresgegevens, deelnemersnummer en barcode). Als deze geprint moeten zijn op briefpapier in de Rijkshuisstijl, dan wordt het papier met Rijkslogo aangeleverd door RIVM;
•    Het verzorgen van de adressering van de pakketten;
•    Het aanbrengen van codering op het monsterverzamel element (op basis van aangeleverde deelnemersgegevens), op dusdanige wijze dat uitlezing na gebruik en transport goed mogelijk blijft.
•    Het samenstellen van de pakketten tot één verpakkingseenheid op maximaal brievenbusformaat;
•    De onderdelen eventueel ordenen om deelnemer te helpen om de noodzakelijke handelingen uit te voeren;
•    Controleren dat het juiste gelabelde monsterverzamel element in het juiste pakket terechtkomt en aan de juiste deelnemer verzonden wordt;
•    Verpakking sluiten, persoonlijk adresseren en de onderzoekspakketjes ter verzending aanbieden aan PostNL met het RIVM klantnummer (de huidige contractpartij van RIVM);
•    Het RIVM informeren over het verloop van de (deel)opdracht en het evalueren van de verzending;
•    Het voeren van overleg met het RIVM over retour gekomen pakketten als gevolg van bijvoorbeeld foutieve adressering en bijzonderheden in het algemeen.

De raming van de opdracht zonder de gedefinieerde meer/minderprijzen voor de opties bedraagt  € 1.000.000,- exclusief btw .
Hiervoor zal een overeenkomst worden afgesloten, waarop de Algemene Rijksinkoopvoorwaarden voor het verstrekken van opdrachten tot het verrichten van diensten 2018 (ARVODI-2018) van toepassing zijn.

Link categoriemanagement: https://www.rivm.nl/contact/zakendoen-met-rivm
",
data/random_tenders/690889-2024,Zakelijk digitaal netwerkplatform,neg-wo-call,"Deze aankondiging betreft het voornemen van de aanbestedende dienst tot het aangaan van een overeenkomst met LinkedIn.

Het betreft dienstverlening voor online recruitment en arbeidsmarktcommunicatie. Het team recruitment van de gemeente heeft behoefte aan een online platform waarmee zij een zeer groot aantal werkenden en (latent) werkzoekenden zowel nationaal als internationaal kan bereiken. De gemeente wil op dit platform zelfstandig werkenden en (latent) werkzoekenden kunnen benaderen. Werkzoekenden kunnen zich makkelijk presenteren aan de gemeente. De gemeente wil zich online presenteren op ditzelfde platform aan werkenden, (latent) werkzoekenden en haar volgers als potentiële werkgever. Daarnaast ook nieuwsberichten kunnen plaatsen en campagnes voeren op het platform. De gemeente wil op het platform vacatures plaatsen en promoten inclusief een volledig automatische koppeling met de ‘werken bij’ website / recruitmentsysteem (ATS) van de gemeente. Overeenkomst voor een periode van drie jaar met optie tot verlenging met 1 jaar.","Geen mededinging om technische redenen. 
LinkedIn is naar inzien van de gemeente de enige aanbieder die de benodigde diensten aanbiedt. Er zijn geen bedrijven die middels gebruik van de data van LinkedIn deze service kunnen bieden. LinkedIn is de enige partij op de Nederlandse arbeidsmarkt die (data van) actief en latent werkzoekenden op haar platform heeft. LinkedIn beschermt deze data en dit netwerk. Binnen Europa zijn er wel vergelijkbare partijen, echter deze partijen opereren niet op de Nederlandse arbeidsmarkt en hebben dan ook niet of nauwelijks Nederlandse profielen of werkzoekenden beschikbaar. Er zijn wel diverse vacaturesites, echter het bereik van deze sites is veel kleiner omdat deze sites zich alleen richten op actief werkzoekenden. Voor het werven van geschikte kandidaten is LinkedIn een uniek medium, omdat het voor de vacatures van de gemeente het latente potentieel van de Nederlandse arbeidsmarkt kan aanboren."
data/random_tenders/670452-2024,Verwerking Textiel Circulus & ROVA,open,"Het transporteren en verwerken van circa 2.750 ton textiel voor Circulus en het inzamelen en verwerken van circa ton 675 textiel voor ROVA gemeente Amersfoort. Circulus: jaarlijks circa 2.750 ton
ROVA: jaarlijks circa 675 ton",
data/random_tenders/696022-2024,NU St. BasisWijk Schoonmaak - De Toermalijn,restricted,"Deze opdracht komt voort uit het DAS OIG Schoonmaak. De opdracht ziet op het uitvoeren van de Schoonmaakdiensten voor De Toermalijn, onderdeel van Stichting BasisWijk. 
",
data/random_tenders/694578-2024,Onderhoud en renovatie speelplekken 2025 - 2028,open,Onderhoud en renovatie speelplekken 2025 - 2028,
data/random_tenders/698467-2024,NU St. BasisWijk Schoonmaak - De Horn (2 locaties),restricted,"Deze uitvraag komt voort uit het DAS OIG Schoonmaakdiensten. De opdracht ziet op het uitvoeren van Schoonmaakdiensten voor locatie De Horn (2 locaties), onderdeel van Stichting BasisWijk. 
",
data/random_tenders/681471-2024,Junior adviseur mobiliteit - Cluster SO,restricted,"Jij bent van mobiliteit en samenwerking. In het werkveld van openbaar vervoer en taxi help je bij de uitvoering van projecten en je vindt het leuk om samen te werken met de ervaren adviseurs.
",
data/random_tenders/684078-2024,Ingenieursdiensten raamovereenkomst,restricted,"De opdracht heeft betrekking op de voorbereiding van herstructureringsprojecten, ontwikkelingsprojecten en groot onderhoudsprojecten en omvat werkzaamheden op het gebied van:

•	Het ontwerpen en uitwerken van diverse varianten voor de inrichting van de openbare ruimte / wegontwerp;
•	Het ontwerpen, dimensioneren en uitwerken van rioolontwerpen;
•	Het uitvragen en begeleiden van conditioneerde onderzoeken zoals verkennend bodemonderzoek, archeologie, sonderingen en aanvullende onderzoeken die volgens Gegadigde benodigd zijn;
•	Het maken van bestekstekeningen en een bestek/vraagspecificatie, waarin zowel verkeerskundige, civiele als cultuurtechnische aspecten geïntegreerd moeten worden;
•	Het verzorgen van de aanbestedingen, bestaande uit opstellen van aanbestedingsdocumenten, houden van aanbestedingen via Tenderned en het verzorgen van gunningsadviezen. € 375.000,- exclusief BTW per jaar.",
data/random_tenders/668972-2024,Flexunits Opvang en Huisvesting,open,"Voor het huisvesten van statushouders, Oekraïense vluchtelingen, eigen starters en spoedzoekers is er behoefte aan tijdelijke woonunits waarin mensen zelfredzaam kunnen deelnemen aan de samenleving van Haaksbergen.

Het doel is te komen tot een opdracht voor het realiseren van woonruimte voor 144 personen verdeeld over twee type units waarbij de maximum opdrachtsom vast ligt. Wie kan er voor dit bedrag de beste kwaliteit/kwantiteit leveren waarbinnen in ieder geval 144 personen gehuisvest kunnen worden. €2.500.000",
data/random_tenders/686829-2024,EA Beveiligingsdiensten tbv Radboudumc,restricted,"Dit betreft een Niet-Openbare Europese aanbesteding inzake 'Beveiligingsdiensten' t.b.v. het Radboud universitair medisch centrum te Nijmegen (hierna ook te noemen: 'Radboudumc'). De aanbesteding betreft de dienstverlening inzake Beveiligingsdiensten.

Radboudumc wenst hiertoe een overeenkomst te sluiten met één Ondernemer voor de duur van drie (3) jaar, met een optie tot verlenging van twee (2) x twee (2) jaar.

Aanleiding van de Opdracht
Aanleiding is het aflopen van de raamovereenkomst met haar huidige leverancier voor de functiegroepen die binnen dit domein vallen. Deze overeenkomst eindigt uiterlijk 31 december 2024 of zoveel eerder als het Radboudumc een nieuwe Overeenkomst heeft gesloten. Vanwege het feit dat de opdrachtwaarde boven de aanbestedingsdrempel ligt, dient deze dienstverlening in de markt gezet te worden d.m.v. een Europese Aanbesteding. 

Doel van de Opdracht
Het doel van het Radboudumc is het selecteren van één Opdrachtnemer voor de dienstverlening inzake Beveiligingsdiensten op basis van de in de aanbesteding gestelde eisen en wensen en met inachtneming van de thema's (kwaliteitsverbetering, innovatie en duurzaamheid). De gecontracteerde partij moet aantoonbaar kunnen en willen bijdragen aan deze thema's binnen het Radboudumc. ",
data/random_tenders/679171-2024,DAS droogmaaien Landgoed Broekhuizen te Leersum,open,DAS droogmaaien Landgoed Broekhuizen te Leersum,
data/random_tenders/691458-2024,Eindejaarsgeschenken,open,"De gemeente Utrecht1 wil één (1) Raamovereenkomst afsluiten voor het leveren van eindejaarsgeschenken aan de medewerkers van Gemeente Utrecht. 

 

De gemeente heeft hierbij als doel om voor dit jaar (2024) en komende jaren alle medewerkers (circa 6.000) een eindejaarsgeschenk te geven in de vorm van een keuze-cadeaukaart ter waarde van 50 euro. Geschatte jaarlijkse afname van 6000 bonnen van 50 euro.",
data/random_tenders/662114-2024,Tosca engineers GREAT - cluster BCO,restricted,"Waar ben jij van?
Jij bent van het behartigen van de Rotterdamse belangen op het gebied van kwaliteit, risicobeheersing en klantwaarde bij de migratie van onze financiële systemen naar de cloud. Je staat stevig in je schoenen en begrijpt welke invloed deze migratie voor de bedrijfsvoering, de stad en haar burgers heeft.
",
data/random_tenders/704280-2024,Schouw openbare ruimte,open,"De gemeente Apeldoorn voert een wekelijkse kwaliteitsschouw uit op vele locaties in de gehele openbare ruimte. In deze zogenaamde beleidsschouw wordt het actuele beeld geïnspecteerd op basis van diverse schaalbalken uit het CROW Kwaliteitscatalogus Openbare Ruimte 2023.

Daarnaast heeft de gemeente Apeldoorn verschillende onderdelen van het dagelijks groenonderhoud van de openbare ruimte via beeld gestuurde contracten uitbesteed. De kwaliteit van het uitgevoerde werk wordt iedere vier weken getoetst via een bestekschouw, conform de voorwaarden uit de contracten en de RAW-Standaard. Deze opdracht betreft een raamovereenkomst met een geraamde waarde van €260.000,-. Het genoemde bedrag is een indicatie, derhalve kanaan het genoemde bedrag geen rechten ontleend worden.

De uitvoering van de opdracht is gepland vanaf het moment van inwerkingtreding van de overeenkomst, gepland van 8 januari 2025 tot en met 7 januari 2027, met een optie tot eenzijdige verlenging door de gemeente van twee-maal met één jaar. 

De opdrachtwaarde over de totale looptijd van de raamovereenkomst wordt gemaximeerd op 150% van het bedrag zoals hierboven vermeld bij ‘Omvang opdracht’. Dit leidt tot een maximale opdrachtwaarde excl. btw van deze aanbesteding van €390.000,-.",
data/random_tenders/692359-2024,Droog maaien Lauwersmeer 2024,open,Droog maaien Lauwersmeer 2024,
data/random_tenders/668657-2024,Kantoorartikelen,open,"De doelstelling van de aan te besteden opdracht is: de levering van goede kwaliteit kantoorartikelen, met een uitgebreid assortiment en tegen een scherpe prijs. De kantoorartikelen kunnen makkelijk besteld worden door middel van een klantvriendelijk bestelsysteem en met een snelle levering. De (maximale) omvang van de opdracht is €280.000 inclusief btw over vier jaar. 
De omvang van de opdracht is zo nauwkeurig mogelijk bepaald. Indien de opgegeven omvang eerder wordt gerealiseerd dan de einddatum van de raamovereenkomst wordt de opdracht (voortijdig) opnieuw aanbesteed. Aan dit bedrag kunnen geen rechten worden ontleend.",
